web-scraper-order,web-scraper-start-url,orga-link,orga-link-href,title,logo,description,adresse,site,contact-name,contact-email
"1641922015-242","https://www.normandigital.fr/membres-normandie-reseau-professionnels-numerique/","CCI Normandie                          EN SAVOIR PLUS","https://www.normandigital.fr/membres/cci/","CCI Normandie","background-image:url(https://www.normandigital.fr/wp-content/uploads/cci.jpg);","Des CCI de Normandie à CCI Normandie.
La loi du 23 juillet 2010, précisée par les décrets des 3 août et 1er décembre 2010, a profondément modifié l’organisation du réseau consulaire en France, en renforçant le niveau régional. Ainsi, les CCI de Haute et Basse-Normandie ont engagé une profonde réflexion visant à modifier la carte consulaire : réduire le nombre de CCI territoriales (de 12 à 5) et fusionner les deux CCI de région. En août 2011, un Groupement inter-consulaire (GIC) préfigurant la genèse d’une Chambre de région unique a été créé.
Issue de la fusion des CCI de région Haute et de Basse-Normandie, CCI Normandie a vu le jour le 1er janvier 2016.
Cette démarche fondamentale de rationalisation concrétise l’engagement du réseau des CCI au service de plus de 110 000 entreprises de Normandie et se donne l’ambition des objectifs suivants :

Conforter et amplifier le rôle d’acteur majeur en matière de développement économique et de formation professionnelle,
Contribuer efficacement à l’attractivité nationale et internationale de la Normandie,
Mieux accompagner les besoins actuels et futurs des entreprises dans un environnement économique mondialisé et confronté à d’importants défis,
Donner une cohérence normande à l’accompagnement de grands projets d’aménagement du territoire, d’infrastructures, de promotion de l’Axe Seine et des filières économiques,
Renforcer la proximité, la qualité et l’homogénéité des services d’appui et d’accompagnement des entreprises à toutes les étapes de leur développement,
Mutualiser les moyens et renforcer le maillage territorial pour redéployer les ressources au plus près des besoins des entreprises normandes.

Porte-parole des 5 chambres territoriales, CCI Normandie représente les intérêts des entreprises normandes auprès des pouvoirs publics en région. Elle intervient dans différents domaines : la formation et le développement des compétences, la création, la reprise et la transmission d’entreprise, le développement des entreprises et des territoires, l’international et les affaires européennes. CCI Normandie définit également une stratégie pour l’activité du réseau consulaire en région et assure des fonctions d’appui pour les CCI territoriales.

		
	

	
		
			CCI Normandie

Palais des consuls

76007 Rouen cedex 1

Tel : 02 35 88 44 42

Email : contact@normandie.cci.fr

Site : www.normandie.cci.fr
Frédéric SAFFROY

Email : Frederic.SAFFROY@normandie.cci.fr
Nathalie BANCE

Email : nathalie.bance@normandie.cci.fr

		
	

	
		
			CCI Seine Estuaire

181, quai Frissard – BP 1410

76067 Le Havre Cedex

Tel : 02 35 55 26 00

Site : www.seine-estuaire.cci.fr
Brahim BENNACER

Tel : 02 35 55 26 53

Email : bbennacer@seine-estuaire.cci.fr

		
	

	
		
			CCI Caen Normandie

1 rue René Cassin, Saint Contest

14911 Caen Cedex 9

Tel : 02 31 54 54 90

Site : www.caen.cci.fr
Nicolas BRIGE

Email : nbrige@caen.cci.fr 

		
	

	
		
			CCI Rouen Métropole

10 quai de la Bourse – CS 40641

76007 Rouen cedex 1

Tel : 02 32 100 500

Email : rouenmetropole@normandie.cci.fr

Site : www.rouen-metropole.cci.fr
Michel BASTIEN

Tel : 02 35 14 38 46

Email : michel.bastien@normandie.cci.fr","null","mailto:contact@normandie.cci.fr","null","null"
"1641921934-212","https://www.normandigital.fr/membres-normandie-reseau-professionnels-numerique/","PÔLE ATEN – CMAR Basse-Normandie                          EN SAVOIR PLUS","https://www.normandigital.fr/membres/pole-aten-cmar-basse-normandie/","PÔLE ATEN – CMAR Basse-Normandie","background-image:url(https://www.normandigital.fr/wp-content/uploads/logo-poleaten-1.jpg);","Le Pôle ATEN est labellisé depuis 2006 « Pôle d’Innovation pour l’Artisanat *», spécialisé dans l’innovation par les technologies numériques.
C’est aujourd’hui un service de la Chambre de Métiers et de l’Artisanat Interdépartementale Calvados-Orne.
Son activité se décline autour de plusieurs axes
Appropriation des usages innovants des technologies numériques par les entreprises artisanales et les TPE :

Veille et diffusion de l’information sur les nouvelles technologies numériques et leurs applications qui auront des impacts dans les entreprises artisanales
Organisation d’ateliers et rencontres techniques autour des technologies numériques (impression 3D, logiciels CAO, DAO, 2D, 3D, les cartes à tout faire -Arduino, Raspberry PI-, les objets connectés…)

Accompagnement et assistance techniques des entreprises innovantes.
Promotion des intérêts des entreprises artisanales et des TPE :

Participation aux travaux de normalisation sur le management de l’innovation.
Le Pôle ATEN est le seul représentant du secteur des métiers et de l’Artisanat sur le territoire français présent dans ces travaux qui sont relayés au niveau européen. Il est mandaté, à ce titre, par l’APCMA.

Le Pôle ATEN s’attache par ailleurs à développer de nombreux partenariats techniques afin de mieux répondre aux besoins des entreprises.
Le Pôle ATEN a aussi la particularité de monter ou de participer à des projets européens dans le cadre des programmes Interreg.
Enfin, le Pôle ATEN a intégré la résidence de projets du Dôme en octobre 2015. Il s’agit d’un centre de sciences de nouvelle génération, inédit par sa dimension « LivingLab/FabLab » qui met la participation active des publics au cœur de la démarche culturelle. Ce lieu propose une programmation culturelle originale qui s’appuie principalement sur les nouveaux outils et usages liés au numérique. Il intègre diverses collaborations (collectivités, établissements de recherche, organismes économiques, pôles de compétitivité, acteurs culturels, entreprises créatives numériques, associations, services publics, etc.).
Le Pôle ATEN peut ainsi y accueillir toute entreprise artisanale ayant un projet innovant, souhaitant prototyper un produit ou être accompagnée dans sa démarche.

		
	

	
		
			PÔLE ATEN – CMAR Basse-Normandie

2 rue Claude Bloch

14000 Caen

Tel : 02 31 95 92 92

Site : www.pole-aten.fr
Christine GUILLOUET

Email : cguillouet@pole-aten.fr","null","http://bn.europe-en-normandie.eu/index.php/programmes-europeens/programmesinterreg","null","null"
"1641921954-220","https://www.normandigital.fr/membres-normandie-reseau-professionnels-numerique/","MY DIGITAL SCHOOL                          EN SAVOIR PLUS","https://www.normandigital.fr/membres/my-digital-school/","MY DIGITAL SCHOOL","background-image:url(https://www.normandigital.fr/wp-content/uploads/MY-DIGITAL-SCHOOL-LOGO.png);","L’ÉCOLE DU WEB POUR TOUS
MyDigitalSchool est une école web ouverte à toutes et à tous, aux initiés comme aux débutants et se donne pour objectif d’ouvrir le monde du digital à tous les talents.
Sans profilage, ni prérequis, la pédagogie de l’école vise à former les étudiants et étudiantes à la maîtrise technique du web tout en leur garantissant une ouverture d’esprit sur les environnements et métiers liés à cet univers : e-commerce, communication, marketing, éditorial. Elle valorise les compétences de logique et clarté de raisonnement, comme de créativité, d’intuition et de maîtrise des langues.
Dès la première année d’études, notre école plonge les étudiants dans le monde passionnant du multimédia et des nouvelles technologies grâce à un programme progressif en 5 ans leur permettant de faire l’acquisition des compétences créatives, stratégiques, techniques et web fondamentales, complétées par un socle de compétences transversales nécessaires pour évoluer dans une entreprise.
DES FORMATIONS CERTIFIÉES PAR L’ÉTAT
L’ensemble des formations dispensées par MyDigitalSchool sont Certifiées par l’État et inscrites au répertoire de la Commission Nationale de la Certification Professionnelle, placée sous l’autorité du Ministère du Travail et de la Formation Professionnelle.

		
	

	
		
			AFTEC -My DigitalSchool

13 rue Martin Luther King

14280 SAINT CONTEST

Tel : 02.61.52.40.29
site : http://mydigitalschool.com
Erminio PORCU

Email : erminio.porcu@mydigitalschool.com","null","https://www.mydigitalschool.com/","null","null"
"1641922027-247","https://www.normandigital.fr/membres-normandie-reseau-professionnels-numerique/","ADEN FORMATIONS                          EN SAVOIR PLUS","https://www.normandigital.fr/membres/aden-formations/","ADEN FORMATIONS","background-image:url(https://www.normandigital.fr/wp-content/uploads/LOGO-ADEN-FORMATIONS.png);","ADEN FORMATIONS, un nouveau groupe régional de formation
3 organismes de formation (Groupe AIFCC, Groupe ISF, CCI&Caux), 4 centres de formation des apprentis (IRSAP, ICEP-CFA, ECD-CFA, CFA IFA), 1 école (école portuaire – ETPPFP) allient leurs compétences et leurs forces pour ne former plus qu’un à partir du 1er janvier 2020 sur dix sites géographiques.
Ecrivons ensemble votre avenir
Le Groupe ADEN Formations est issu du regroupement des structures de formation de trois CCI Normandes, qui depuis plus de 40 ans, sont les acteurs majeurs de la formation initiale et professionnelle sur leur territoire respectif.
ADEN Formations, véritable référence en Normandie avec un rayonnement national, défend l’accès à la formation de qualité et innovante pour tous.
Intervenant sur tous les champs de la formation dans de nombreux domaines d’activités, le groupe bénéficie d’une implantation territoriale unique et d’une expérience riche fondée sur le respect de chacun et sur l’écoute de tous.
ADEN Formations est un partenaire de confiance à la fois pour les entreprises, les salariés et pour toute personne à la recherche d’une formation.
Rompues aux exigences de notre environnement économique et social, en perpétuelle recherche d’amélioration de nos savoirs et de nos méthodes d’apprentissage, nos équipes pédagogiques et administratives sauront répondre à vos sollicitations et vous accompagner dans tous vos projets.


		
	

	
		
			ADEN FORMATIONS

CHCI – Centre Havrais de Commerce International
182 Quai Georges V

76600 Le Havre

Tel : 02 32 79 50 94

Site : https://aden-formations.fr/nos-campus/nos-campus-le-havre/
Pascal COQUIN

Tel : 02 32 79 50 90

pcoquin@ccicaux-formation.com","null","https://aden-formations.fr/nos-campus/nos-campus-le-havre/","null","null"
"1641921988-231","https://www.normandigital.fr/membres-normandie-reseau-professionnels-numerique/","FTEL Informatique                          EN SAVOIR PLUS","https://www.normandigital.fr/membres/ftel/","FTEL Informatique","background-image:url(https://www.normandigital.fr/wp-content/uploads/Logo-FTEL-1.png);","FTEL Informatique partenaire dans la réussite de vos projets digitaux.
#Humain
Une histoire d’hommes et de femmes, l’identité de FTEL est forgée par les membres de son équipe.
 
#Engagé
Partenaire engagé pour la réussite de votre projet, nous ne vendons pas de la technique, mais du résultat.
 
#Transparent
Nos clients sont informés et impliqués pendant l’ensemble des étapes de leurs projets – de A à Z.
 
#Passionné
Nos collaborateurs sont tous des geeks chevronnés. Vous pouvez avoir confiance en leur expertise.
 
FTEL est une agence web, spécialiste des solutions Microsoft. Nous développons des outils numériques sur-mesure et nous prenons à cœur notre responsabilité d’entreprise en respectant l’environnement.


 
 

		
	

	
		
			FTEL Informatique
6 quai du Havre
76000 ROUEN
site :https://www.ftel.fr/expertises
Tel : 02.35.07.16.76
Alexandre GAUTIER
agautier@ftel.fr","FTEL est une agence web, spécialiste des solutions Microsoft. Nous développons des outils numériques sur-mesure et nous prenons à cœur notre responsabilité d’entreprise en respectant l’environnement.","https://www.ftel.fr/expertises","null",""
"1641921915-204","https://www.normandigital.fr/membres-normandie-reseau-professionnels-numerique/","VAKOM                          EN SAVOIR PLUS","https://www.normandigital.fr/membres/vakom/","VAKOM","background-image:url(https://www.normandigital.fr/wp-content/uploads/VAKOM.png);","VAKOM, Conseil en Ressources et Relations Humaines

LEUR AMBITION : Libérer LE SENS DE L’HUMAIN

Libérer le Sens de l’Humain dans les entreprises et dans les organisations au service du bien-être et de la performance durable


Développer des réseaux nationaux et internationaux au service du Sens de l’Humain


Etre précurseur de méthodes et outils simples et innovants favorisant l’engagement humain


Faire émerger, faire progresser la part d’humanité de chaque individu dans  les organisations de demain

Nous avons l’ambition de développer un réseau VAKOM

A. P. P. A. R. E.S.




 
Il nous semble important d’afficher nos VALEURS afin de les faire vivre dans la mémoire collective
 

 
 
Audace

Sortir de notre confort connu pour innover, entreprendre, s’engager avec optimisme
Plaisir

Conserver notre soif d’entreprendre, notre curiosité, notre joie de vivre et notre envie de grandir
Professionnalisme

Recherchons l’efficacité individuelle et collective en performance durable
Agilité

S’adapter à notre environnement par notre proximité, notre flexibilité, notre humanité, notre simplicité pour mieux saisir les opportunités
Respect

Avoir une lucidité sur soi-même afin de renforcer notre confiance collective
Esprit d’équipe

Cultiver nos différences avec bienveillance pour valoriser notre cohésion avec équité
Simplicité

Être simple dans nos relations, dans nos prestations, dans notre organisation pour être accessible à tous
 

Il nous semble encore plus important d’avoir les ATTITUDES et les COMPORTEMENTS qui vont faire vivre ces valeurs…



 


Chez VAKOM nous faisons

vivre nos valeurs « APPARES » avec des comportements 4G

 
 
Gentillesse

Etre en confiance pour partager cette confiance et se rendre accessible

Porter attention aux autres, mieux les découvrir pour mieux les reconnaître
Sourire pour créer un état positif dans la relation

Gratitude

Reconnaître et développer l’optimisme autour de nous

Dire MERCI et BRAVO avec authenticité
Accepter les MERCI, BRAVO avec confiance

Générosité

Donner sans attendre de retour et sans avoir besoin de le signaler

Avoir un regard positif pour encourager et non juger
Ecouter avec bienveillance sans se précipiter à vouloir tout comprendre et tout contrôler

Grandir

Grandir et faire grandir autour de nous pour plus de bien-être et de performance

Apprendre des autres avec humilité
Apprendre aux autres avec passion et ambition







A ce jour, le réseau VAKOM compte 39 implantations

Membre du réseau #Normandigital antenne de Rouen




		
	

	
		
			VAKOM

38 rue Bouquet

76000 ROUEN

Tel : 06.15.44.84.95

Site : https://www.vakom.fr/l-equipe/le-sens-de-lhumain/
Guillaume LAINE

Email : glaine@vakom.fr","Simplicité

Être simple dans nos relations, dans nos prestations, dans notre organisation pour être accessible à tous","http://www.vakom.fr/wp-content/uploads/2015/08/2017-Valeurs-APPARES-VAKOM1.jpg","null",""
"1641921925-208","https://www.normandigital.fr/membres-normandie-reseau-professionnels-numerique/","SKY in BLU                          EN SAVOIR PLUS","https://www.normandigital.fr/membres/sky-in-blu/","SKY in BLU","background-image:url(https://www.normandigital.fr/wp-content/uploads/logo-sky-in-blue.jpg);","SkyinBlu est une société de conseil et de prestations informatiques qui accompagne les entreprises dans la transformation Digitale et son département Consulting est spécialisé dans le Data Management, le Cloud Computing et la sécurité Informatique. Grâce à son expertise des nouvelles technologies et à la connaissance des activités de ses clients, elle conçoit et met en place des solutions innovantes pour aider ces derniers à gagner en efficacité et rentabilité.
Notre consultant intervient en tant que conseil et propose des prestations d’audit de SI, de formation ou de rédaction de cahier des charges
 
SKYinBLU
177 boulevard de l’Yser
76000 Rouen
Tel : 06.75.62.66.23
 
Site : www.bluteams.fr
 
Philippe DECAUX
Email : pdecaux@bluteams.fr","Site : www.bluteams.fr","null","null",""
"1641922010-240","https://www.normandigital.fr/membres-normandie-reseau-professionnels-numerique/","CHEOPS TECHNOLOGY                          EN SAVOIR PLUS","https://www.cheops.fr/fr","Des données sensibles ? Besoin d'un cloud privé ?","null","null","null","/fr/agences","null","null"
"1641921966-225","https://www.normandigital.fr/membres-normandie-reseau-professionnels-numerique/","MANIKA (ex ATEXIO)                          EN SAVOIR PLUS","https://www.manika-consulting.com/","L’engagement par nature","null","null","null","https://www.google.fr/maps/place/ATEXIO/@48.882703,2.2660526,17z/data=!3m1!4b1!4m5!3m4!1s0x47e665c2616894d1:0xe5b5d0710126aa07!8m2!3d48.882703!4d2.2682413","null","null"
"1641921920-206","https://www.normandigital.fr/membres-normandie-reseau-professionnels-numerique/","SUPINFO                          EN SAVOIR PLUS","https://www.normandigital.fr/membres/supinfo/","SUPINFO","background-image:url(https://www.normandigital.fr/wp-content/uploads/logo-SupInfo.png);","SUPINFO International University
A l’origine de SUPINFO International University il y a L’Ecole Supérieure d’Informatique de Paris (ESI), établissement d’enseignement supérieur privé fondé en France en 1965. Après un développement important en France (l’école est devenue leader dans son domaine), l’ESI, également connue sous le nom de SUPINFO, a entamé une croissance à l’international et a ouvert notamment des campus en Chine, au Royaume-Uni ou encore au Canada, en Belgique, en Italie et au Maroc.
Après la création de son premier campus aux USA à San Francisco, SUPINFO a adopté une nouvelle structure juridique internationale et est devenu “SUPINFO International University” au sein de laquelle l’Ecole d’informatique originelle a naturellement toute sa place.
L’école Supérieure d’Informatique, désormais appelée “SUPINFO Institute of Information Technology” est désormais une division de SUPINFO International University.

		
	

	
		
			SUPINFO

10 rue Alfred Kastler

14000 Caen

Tel : 01 53 35 97 00

Site : www.supinfo.com
Muriel BLIN DELAMARE
Campus Manager Caen

Email : Muriel.BLINDELAMARE@supinfo.com","null","https://www.supinfo.com","null","null"
"1641921971-227","https://www.normandigital.fr/membres-normandie-reseau-professionnels-numerique/","LE HAVRE SEINE DEVELOPPEMENT                          EN SAVOIR PLUS","https://www.normandigital.fr/membres/havre-seine-developpement/","LE HAVRE SEINE DEVELOPPEMENT","background-image:url(https://www.normandigital.fr/wp-content/uploads/LHSD-LOGO.jpg);","AGENCE DE DEVELOPPEMENT ECONOMIQUE De la METROPOLE du HAVRE

Agence de développement économique de la région havraise, Le Havre Seine Développement prospecte, conseille et accompagne les entreprises – TPE, PME/PMI et groupes, hors commerce de détail  – dans leur projet d’implantation, d’investissement ou de développement au Havre et dans sa région (intercommunalités du Havre et de Fécamp).
Créé en 1996 à l’initiative des acteurs institutionnels et économiques du territoire, Le Havre Seine Développement – association loi 1901 – participe en collaboration avec ses partenaires à la mise en œuvre de la stratégie de développement économique du territoire.
Nous simplifions et accélérons vos démarches

au Havre et dans sa région pour :
Vous implanter, développer votre activité
Trouver des locaux ou un terrain
Connaître l’environnement économique et étudier les opportunités de business
Faciliter vos recrutements et/ou accueillir vos salariés
Simplifier vos démarches administratives
Rechercher des financements


		
	

	
		
			LE HAVRE SEINE DEVELOPPEMENT

30, rue Richelieu

76085 Le Havre

Tel : 02.76.40.23.26

Site : https://www.lehavreseinedeveloppement.com/fr
Héléne MIQUET

h.miquet@lehavreseinedev.com","null","https://www.lehavreseinedeveloppement.com/fr/simplanter-se-developper/votre-projet","null","null"
"1641922000-236","https://www.normandigital.fr/membres-normandie-reseau-professionnels-numerique/","Equideclic                          EN SAVOIR PLUS","https://www.normandigital.fr/membres/equideclic/","Equideclic","background-image:url(https://www.normandigital.fr/wp-content/uploads/equideclic.jpg);","Equideclic est une agence de communication située à Caen, en Basse-Normandie. Une équipe de huit salariés expérimentés travaillent ensemble pour vous proposer un large choix d’outils informatiques et de communication permettant d’optimiser votre gestion commerciale et votre communication d’entreprise.
Nos dix années d’expérience au sein de la filière équine nous permettent de mettre à votre disposition des solutions ayant déjà fait leurs preuves, performantes et adaptées à vos besoins : sites internet, référencement, logiciels de gestion commerciale, de gestion d’élevage, créations graphiques, conseil en stratégie numérique … Equideclic possède une offre de services très complète conçue dans le but de vous offrir des outils pertinents pour faire connaître votre entreprise, augmenter vos ventes et fidéliser votre clientèle !
Equideclic est capable de répondre à tout type de demande. Un projet ? Une idée ? Nous travaillons en collaboration vous afin de vous offrir des outils spécifiquement adaptés à vos besoins et rapidement opérationnelles.
Que vous soyez demain la référence sur laquelle nous pourrons nous appuyer pour convaincre nos futurs clients.

		
	

	
		
			EQUIDECLIC

60 rue de l’Ormelet

14790 Mouen

Tel : 02 31 85 59 61

Site : www.equideclic.com
Bertrand POIRIER

Email : b.poirier@equideclic.fr","null","https://www.equideclic.com/","null","null"
"1641922025-246","https://www.normandigital.fr/membres-normandie-reseau-professionnels-numerique/","ADMI                          EN SAVOIR PLUS","https://www.normandigital.fr/membres/admi/","ADMI","background-image:url(https://www.normandigital.fr/wp-content/uploads/logo-admifrance.jpg);","ADMI, votre partenaire informatique depuis 20 ans !
ADMI est une société de services en solutions et ingénierie informatique (SSII) implantée en Normandie depuis 1996. 
Notre principale motivation ? La satisfaction client ! Pour y parvenir, nous pouvons nous appuyer sur 20 ans d’expérience et un savoir-faire reconnu. D’abord au niveau régional : Le Havre, Rouen, Caen et toute la Normandie. Son positionnement référent auprès des entreprises, des collectivités et des associations lui a permis d’asseoir également son développement sur l’ensemble du territoire national. A partir de 4 implantations réparties sur le territoire, ADMI intervient aujourd’hui partout en France et au Luxembourg.
ADMI compte plus de 350 clients actifs représentant près de 5000 utilisateurs quotidiens soit près de 500 serveurs supervisés en temps réel. L’équipe ADMI est dotée de plus de 25 certifications techniques en matière de solutions de système d’information complexes. ADMI, c’est un prestataire informatique qui  assure près de 45 interventions par jour à distance et sur site soit 900 interventions par mois.
Nos domaines d’intervention :

Gestion de projet informatique,
Assistance & Maintenance,
Cloud Computing.


		
	

	
		
			ADMI

Parc de l’Estuaire, avenue du Camp Dolent

76700 Gonfreville l’Orcher

Tel : 02 35 24 76 42

Email : contact@admifrance.fr

Site : www.admifrance.fr
 Jérémie POUTREL

Email : jeremie.poutrel@admifrance.fr","null","mailto:contact@admifrance.fr","null","null"
"1641921995-234","https://www.normandigital.fr/membres-normandie-reseau-professionnels-numerique/","EXPERIS FRANCE                          EN SAVOIR PLUS","https://www.normandigital.fr/membres/experis-france/","EXPERIS FRANCE","background-image:url(https://www.normandigital.fr/wp-content/uploads/LOGO-EXPERIS.png);","EXPERIS France, Talents&Solutions IT
 L’expertise d’EXPERIS FRANCE :
C’est un acteur innovant bien connu sur le marché des services numériques, qui propose des solutions qui couvrent 100 % de la chaîne de valeur de l’expérience utilisateur. Pour accompagner les entreprises dans leurs projets de transformation digitale, leur force principale réside dans ses équipes, soigneusement sélectionnées et formées pour fournir chaque jour un service de qualité.

EXPERIS ex PROSERVIA Field Services fait partie du Manpower Group.
Les points forts de EXPERIS France :

Une entreprise mondiale, spécialiste de la transformation numérique proposant des solutions sur mesure
Un partenaire agile aux axes d’intervention multiples :

mise à disposition de talents spécialisés dans l’IT
consulting IT, Project & Managed Services


Des modèles de mise en oeuvre flexibles et adaptatifs
Une méthodologie et une structure éprouvée

EXPERIS dans la Région Grand Ouest  :

9 agences commerciales,
5 centres de services 24/7/365,
Infrastructures management à Niort,
End-User Support à Rennes et à Cherbourg,
Telecom : Nantes et Lannion,
1 100 collaborateurs.



Leurs 3 valeurs essentielles :






L’HUMAIN : Ils attachent de l’importance aux personnes et à la place qu’occupe le travail dans leur vie.
L’EXPERTISE : Ils investissent dans l’acquisition de connaissances afin d’anticiper les tendances et faire preuve de réactivité face aux changements.
L’INNOVATION : Ils osent innover, inventer et évoluer. Ils redéfinissent constamment le statu quo et ils s’imposent le défi de créer des solutions nouvelles pour accompagner leurs clients.



Leur offre en 4 pôles :






LE SUPPORT UTILISATEURS : service desk, support de proximité /VIP, Ingéniérie postes de travail, transformation numérique, knowledge management, incident management, marketin DSI.
LE PÔLE TECHNOLOGIQUE : service management /ITSM, infrastructure management, développement, architecture et intégration, expertise technologique en solution DevOps.
LE SUPPORT ITINERANT (FIELD) : techniciens itinérants, usine numérique, tour de contrôle (logistique)
LES TELECOMS : BPO, tests & validation, réseaux télécom, pilotage, production, support métiers, gouvernance de projet, R&D.




 
Membre du réseau #Normandigital antenne du Havre




		
	

	
		
			EXPERIS FRANCE

120 avenue Amiral Mouchez

76600 LE HAVRE

Tel : 06 37 29 50 80

Site : https://experisfrance.fr/
Franck BOCAGE

Email : franck.bocage@experisfrance.fr","null","null","null","null"
"1641922022-245","https://www.normandigital.fr/membres-normandie-reseau-professionnels-numerique/","AMETHYSTE                          EN SAVOIR PLUS","https://www.normandigital.fr/membres/amethyste/","AMETHYSTE","background-image:url(https://www.normandigital.fr/wp-content/uploads/logo-Amethyste.png);","AMETHYSTE développe des solutions digitales pour la gestion de l’intégrité et la performance des actifs industriels (Asset Integrity Management).
Cette société maintenant basée sur la Normandie est un expert du pilotage par la maîtrise des risques. 100% made in France !!

30 ans en solutions informatiques
20 ans de développement de logiciels
Expert reconnu dans la prévention des risques
Une équipe coeur de métier pilier de l’entreprise qui s’appuie sur son réseau de partenaires technologique et métier pour garantir souplesse et réactivité sur des projets ambitieux
Un process agile pour inventer les solutions de qualité adaptées aux besoins clients de demain

Leurs atouts :
L’Intelligence Artificielle embarquées dans nos plateformes permet une approche proactive basée sur le risque (RBI et RCM) afin d’optimiser des stratégies d’inspection et de maintenance pertinentes sur le long terme.
Que ce soit dès les phases de design ou pour les actifs vieillissants nos solutions permettent de prolonger la durée de vie des actifs industriels. Tout en assurant un niveau de sécurité et un niveau de disponibilité optimums pour la production.
L’IA embarquée et la connexion avec les IoTs permettent de coupler les approches probabilistes et les conditions de process en temps réel.
Cette approche constitue un élément clé pour l’optimisation de la disponibilité, de l’efficacité et de la pérennité des actifs.
Le déploiement s’effectue en quelques heures sur site ou dans le Cloud sous licence en mode abonnement ou classique.
La courbe d’apprentissage est rapide grâce à une interface intuitive, le multilinguisme et la fonction multi-unité de mesure en font une solution 100% internationale avec un développement in house 100% made in France.
Leurs partenaires et références :

AVEVA
ISQ
SGS
EMC
SOFRESID Engineering
TUR Rheinland
TECHNIPFMC
DIETSMANN
SPIE
APAVE

Une expérience éprouvée et reconnue

dans 27 pays
sur plus de 140 projetss
l’export représentant 40% de leur CA

Membre du réseau #Normandigital antenne du Havre

		
	

	
		
			AMETHYSTE
1, Chemin des Frémonts
14360 TROUVILLE SUR MER
site :www.amethyste.fr
 
Tel :  +33 6 07 79 79 89
Agnès GAILLARD
agnes.gaillard@amethyste.fr","null","http://www.amethyste.fr","null","null"
"1641922013-241","https://www.normandigital.fr/membres-normandie-reseau-professionnels-numerique/","CESI                          EN SAVOIR PLUS","https://www.normandigital.fr/membres/cesi/","CESI","background-image:url(https://www.normandigital.fr/wp-content/uploads/CESI-logo.png);","Réseau de campus d’enseignement supérieur et de formation professionnelle, CESI est implanté sur 25 sites en France et 3 à l’international.
Du fait de sa proximité avec les entreprises, CESI répond à leurs besoins de compétences. Pionner dans les méthodes de pédagogie active et tourné vers l’innovation, CESI prépare aux métiers de demain en partenariat avec le monde académique, institutionnel et économique.
Sur son campus de Rouen, CESI développe ses activités dans le cadre de son école d’ingénieurs (CESI École d’ingénieurs), de son école supérieure de l’alternance (CESI École supérieure de l’alternance) et de son école de formation des managers (CESI École de formation des managers).
A Caen, CESI – via son École supérieure de l’alternance – propose actuellement trois formations en alternance dans les domaines de l’Informatique & Numérique, de la Performance Industrielle et de la Qualité Sécurité Environnement.
Par ailleurs, CESI École d’Ingénieurs ouvre à la rentrée 2019 à Caen un cycle préparatoire intégré puis un cycle ingénieur spécialité informatique.

		
	

	
		
			CESI Rouen

1, rue Marconi – CS 30285

76137 Mont Saint Aignan cedex

Tel : 02 35 59 50 84
 
Site : www.cesi.fr

		
	

	
		
			CESI Caen

1, rue Pierre et Marie Curie

14610 EPRON

Tel : 02.31.46.23.11
Florence ROBERT

Email : frobert@cesi.fr","null","http://www.cesi.fr/","null","null"
"1641922018-243","https://www.normandigital.fr/membres-normandie-reseau-professionnels-numerique/","AXIANS                          EN SAVOIR PLUS","https://www.normandigital.fr/membres/axians/","AXIANS","background-image:url(https://www.normandigital.fr/wp-content/uploads/logo-axians.jpg);","Axians est la marque de VINCI Energies dédiée aux solutions ICT
Dans un monde toujours plus connecté et collaboratif, Axians contribue à la performance de votre entreprise. Nous comprenons les enjeux des technologies de l’information et des communications pour votre activité et nous adaptons nos solutions à vos besoins.
Axians propose des solutions efficaces, innovantes, évolutives et durables.
Des solutions de premier rang pour doper l’efficacité et les performances
Axians apporte à tous ses clients, qu’il s’agisse d’entreprises, d’administrations, de fournisseurs de services ou d’opérateurs télécoms, une gamme de solutions pour concevoir, déployer et gérer leurs infrastructures réseaux. Ces solutions associent logiciels, matériels et services personnalisés aux spécificités de différents marchés.
Axians saisit parfaitement les implications des Technologies de l’Information et de Communication pour le grand public comme pour les entreprises. Il devient dès lors nécessaire de concevoir des solutions spécifiques à chaque secteur d’activité, qu’il s’agisse des soins de santé ou du transport par exemple. C’est à ce titre qu’Axians relève les défis majeurs qui pèsent sur les différents pans de notre société actuelle.
Nos solutions
Nos solutions sont hybrides : elles se déploient sur site ou sont fournies selon un modèle SaaS “Solution as a Service”. Nous concrétisons cette flexibilité en investissant dans nos équipes remarquables, dont le talent permet de concevoir des offres exhaustives et innovantes.
Nous répondons ainsi présent à chaque étape des projets de nos clients, avec la volonté de les aider à atteindre leurs objectifs et optimiser leurs performances.

		
	

	
		
			AXIANS

rue des magasins généraux

76600 Le Havre

Tel : 02 35 53 80 90

Site : www.axians.fr
Bruno MARTEL

bmartel@axians.com

		
	

	
		
			AXIANS

6, rue Alfred Nobel BP 11

14123 Ifs

Tel : 02 31 35 30 12

Site : www.axians.fr
Serge PERIER

serge.perier@axians.com

		
	

	
		
			AXIANS

595 Avenue Isaac Newton

76801 St Etienne du Rouvray Cedex

Tel : 02 32 66 30 30

Site : www.axians.fr
Serge PERIER

serge.perier@axians.com","null","http://www.axians.fr","null","null"
